columnA,columnB,columnC
-0.5662977296027719,yes,B
0.09965136508764122,yes,A
-0.5034756541161992,yes,A
-1.5506634310661327,yes,C
0.06856297480602733,no,A
-1.0623037137261049,yes,B
0.4735924306351816,no,C
-0.9194242342338032,no,C
1.5499344050175394,no,B
-0.7832532923362371,nan,B
-0.3220615162056756,no,B
0.8135172173696698,yes,A
-1.2308643164339552,nan,C
0.22745993460412942,yes,A
1.307142754282428,no,A
-1.6074832345612275,yes,A
0.1846338585323042,nan,A
0.25988279424842353,nan,C
0.7818228717773104,yes,C
-1.236950710878082,yes,A
-1.3204566130842763,yes,B
0.5219415656168976,nan,C
0.29698467323318606,no,A
0.25049285034587654,yes,B
0.3464482094969757,no,B
-0.6800247215784908,nan,A
0.23225369716100355,yes,C
0.29307247329868125,yes,B
-0.7143514180263678,nan,C
1.8657745111447566,yes,C
0.4738329209117875,no,B
-1.1913034972026486,nan,A
0.6565536086338297,nan,B
-0.9746816702273214,yes,B
0.787084603742452,nan,C
1.158595579007404,yes,A
-0.8206823183517105,yes,C
0.9633761292443218,nan,B
0.4127809269364983,yes,A
0.82206015999449,no,A
1.8967929826539474,no,A
-0.2453881160028705,yes,A
-0.7537361643574896,no,A
-0.8895144296255233,yes,B
-0.8158102849654383,no,B
-0.0771017094141042,nan,B
0.3411519748166439,yes,C
0.27669079933001905,yes,A
0.8271832490360238,yes,A
0.01300189187790702,yes,B
1.4535340771573169,yes,A
-0.2646568332379561,yes,C
2.720169166589619,nan,A
0.6256673477650062,nan,A
-0.8571575564162826,no,C
-1.0708924980611123,yes,B
0.4824724152431853,no,B
-0.2234627853258509,no,A
0.714000494092092,nan,C
0.47323762457354485,no,B
-0.07282891265687277,nan,B
-0.846793718068405,no,B
-1.5148472246858646,yes,A
-0.4465149520670211,no,C
0.8563987943234723,nan,A
0.21409374413020396,nan,B
-1.245738778711988,nan,C
0.173180925851182,no,A
0.3853173797288368,no,B
-0.883857436201133,nan,B
0.1537251059455279,yes,A
0.058208718445999896,yes,B
-1.142970297830623,no,B
0.3577873603482833,no,C
0.5607845263682344,nan,B
1.083051243175277,no,A
1.053802052034903,no,C
-1.377669367957091,nan,A
-0.9378250399151228,nan,B
0.5150352672086598,no,C
0.5137859509122088,yes,C
0.5150476863060479,no,C
3.852731490654721,yes,C
0.570890510693167,yes,A
1.135565640180599,yes,B
0.9540017634932023,nan,B
0.651391251305798,nan,C
-0.3152692446403456,nan,B
0.7589692204932674,no,A
-0.7728252145375718,nan,B
-0.23681860674000887,nan,A
-0.48536354782910346,no,A
0.08187413938632256,no,B
2.3146585666735087,yes,A
-1.867265192591748,no,A
0.6862601903745135,no,A
-1.6127158711896517,nan,A
-0.47193186578943347,yes,C
1.088950596967366,yes,B
0.06428001909546277,no,C
-1.0777447779293061,nan,A
-0.7153037092599682,nan,B
0.6795977489346758,nan,A
-0.7303666317171367,nan,B
0.21645858958197486,no,C
0.045571839903813784,nan,B
-0.6516003476058171,yes,A
2.1439440893253257,yes,B
0.6339190223180112,no,B
-2.025142586657607,nan,C
0.18645431476942764,nan,A
-0.661786464768388,nan,B
0.852433334796224,nan,C
-0.7925207384327007,no,B
-0.11473644146689901,nan,A
0.5049872789804571,no,B
0.8657551941701215,nan,B
-1.2002964070557762,nan,B
-0.3345012358409484,yes,B
-0.4749453111609562,no,A
-0.6533292325737119,yes,C
1.7654542402810969,no,C
0.40498171096095553,nan,B
-1.2608839543350452,nan,A
0.9178619470547761,no,A
2.1221561970126332,yes,A
1.0324652605511468,no,A
-1.5193699659540134,no,A
-0.48423407286625136,nan,A
1.2669111491866227,yes,B
-0.7076694656187807,no,C
0.44381942814622843,yes,C
0.7746340534293368,yes,B
-0.926930471578083,no,C
-0.05952535606180008,yes,A
-3.2412673400690726,nan,A
-1.0243876413342898,nan,C
-0.2525681513931603,nan,A
-1.2477831819648495,nan,A
1.6324113039316352,yes,C
-1.4301413779606327,nan,B
-0.44004448669698376,no,C
0.13074057728609134,nan,C
1.4412732890661155,no,C
-1.4358621511794394,no,C
1.1631637521549596,nan,B
0.010233061019587049,nan,B
-0.9815086510479509,yes,A
0.46210347426327075,no,A
0.19905969557347003,nan,C
-0.6002168771587947,yes,A
0.06980208499001891,nan,B
-0.3853135968617602,nan,A
0.11351734525124804,nan,A
0.6621306745210467,no,A
1.586016816145352,nan,C
-1.237815498826849,yes,A
2.1330333746562666,nan,B
-1.9520877995225019,nan,B
-0.15178509503558332,yes,B
0.5883172064845765,yes,B
0.28099186773503265,no,A
-0.6226995198205938,no,C
-0.20812225035727522,no,B
-0.4930009346588328,no,B
-0.5893647569442115,yes,C
0.8496020970210246,nan,C
0.35701548596504734,nan,B
-0.6929095952606542,nan,B
0.8995998754332507,no,C
0.30729952087660933,yes,B
0.8128621188389601,yes,B
0.6296288419236122,yes,A
-0.8289950109220723,nan,C
-0.5601810401969696,no,A
0.7472936051232618,yes,A
0.6103702654334648,no,C
-0.020901593964148132,yes,A
0.117327383308782,no,B
1.277664895788425,yes,A
-0.5915713888358299,no,C
0.5470973811700379,yes,B
-0.20219265243389406,yes,B
-0.2176812032272203,no,B
1.09877685198719,no,B
0.8254163489880298,nan,A
0.8135096360006385,no,A
1.305478807154329,yes,B
0.02100384163275905,yes,C
0.6819529712949639,no,B
-0.31026675659345604,nan,A
0.3241663524884421,no,B
-0.13014305436768459,yes,A
0.09699596499271819,yes,B
0.5951570254369136,nan,C
-0.8182206832334725,no,B
2.0923872756854602,yes,C
-1.006017381499702,yes,C
-1.2141886127877322,yes,B
1.1581108735000678,no,C
0.7916626939629359,no,C
0.6241198170521551,nan,A
0.6283455092642799,yes,A
-0.012246772846914623,yes,C
-0.8972543714858315,nan,B
0.07580455819372633,yes,C
-0.6771617115121117,nan,B
0.9751197334177512,nan,A
-0.14705738150213865,yes,B
-0.8254971967925115,no,C
-0.32138584165299344,no,C
0.41293145427562433,no,C
-0.5637245528039747,no,C
-0.8222203955664315,yes,C
0.2436872114919123,nan,B
0.24496657110872277,nan,C
-0.5069431753711298,yes,A
-0.4710383056183228,no,C
0.2320499373576363,nan,B
-1.4480843414973241,yes,C
-1.4074637743765552,yes,C
-0.718444221252436,no,B
-0.21344715171184725,yes,C
0.3109075655980046,nan,B
1.475356216949552,nan,C
0.8576596232020194,yes,A
-0.1599385299634271,nan,C
-0.01901620790268883,yes,B
-1.0025293646378088,nan,A
-0.01851313599238993,no,B
-0.2886586389201383,nan,C
0.3227185603380895,no,A
-0.827230943552323,no,B
0.5193465142411723,yes,A
1.5327389130025777,no,A
-0.1087601484568576,nan,B
0.40171172209894146,nan,A
0.6901439917111125,no,B
-0.40122047188583626,yes,A
0.22409248181041677,no,A
0.01259240078179486,nan,A
0.09767609854883172,nan,C
-0.7730097838554665,no,C
0.024510174258942714,no,B
0.49799829124544975,no,A
1.4511436077950417,nan,B
0.9592708260852069,nan,C
2.1531824575115563,nan,C
-0.7673475628880495,yes,C
0.8723206367206782,nan,C
0.18334200573835174,nan,B
2.1898029332176723,yes,A
-0.8082982853551515,yes,B
-0.8397218421807761,yes,A
-0.5993926454440222,yes,C
-2.123895724309807,yes,A
-0.525755021680761,yes,C
-0.759132661553698,no,B
0.15039378647620763,no,A
0.34175597577715944,no,B
1.8761708392158862,no,C
0.9504238381860503,nan,B
-0.5769036556624031,yes,C
-0.898414671348358,nan,C
0.4919191715065057,yes,C
-1.3202332070206422,yes,B
1.8314587658543537,nan,B
1.179440120721287,no,A
-0.4691756521047048,nan,A
-1.7131345290908775,nan,B
1.3538723741654128,yes,B
-0.11453984525261789,yes,B
1.2378163119734618,yes,B
-1.594427658794367,no,C
-0.5993750229537729,nan,C
0.005243699718183166,nan,C
0.046980593764742055,no,B
-0.45006547147924364,nan,C
0.6228499323474987,nan,C
-1.0676204293825944,yes,A
-0.1423794850212935,no,A
0.12029563171189886,yes,C
0.514438834058749,no,C
0.7116148780888898,yes,C
-1.1246420918378692,nan,B
-1.5341141707356223,no,A
1.277676821898509,no,A
0.33231401197959165,yes,A
-0.7484865365565536,no,C
1.551151975522523,nan,B
0.11567463429285867,nan,A
1.1792971840638264,nan,A
0.06751848141010895,yes,B
2.060747924881987,no,C
1.7553408424432044,yes,C
-0.2489641484790735,nan,A
0.9715709509543554,no,A
0.6453759495851475,nan,B
1.3686315575323487,no,A
-0.9649234605801045,no,B
0.6860514599984393,yes,A
1.0584244868495878,no,A
-1.7587394864231143,nan,A
-1.183258512665775,no,C
-2.0392321777601006,nan,B
-0.26940683444455776,yes,B
0.7175422557959623,nan,C
1.502357052096028,no,C
0.07409478041977519,nan,C
1.6286155455712918,nan,B
-1.3801014582148914,no,A
-1.7033824393551547,nan,C
-0.05554769889661878,no,C
0.3840654489393073,yes,C
-0.03269474809409311,nan,A
-2.0674421000398766,yes,A
-0.08912003951278841,nan,C
-1.3044695005048532,nan,A
0.6696725488300385,yes,C
0.36659824609684827,nan,A
-0.9398797863273552,nan,B
-0.5138669173366935,yes,B
-1.0592135218889516,nan,A
-0.06267909727317188,no,B
0.9551423205012383,nan,B
-0.9857260463355437,nan,B
0.5040465155178444,nan,C
-0.5302576183724408,yes,A
-0.7928728322623442,no,A
-0.10703035995455783,no,A
-1.035242322419374,nan,B
-0.553649305347182,yes,C
-1.1978778925888485,yes,A
1.9647251329163893,no,B
0.03526355197172861,yes,C
-0.6997255079925856,nan,C
0.213979910734222,nan,A
-0.11232804969082982,yes,A
-0.22096959953322298,nan,B
0.6141667000434252,no,A
0.7575077100473051,nan,B
-0.5305011476105275,yes,C
-0.57581824064468,no,C
-0.275051697151644,nan,C
-2.301921164735585,no,C
-1.5151910621985523,yes,A
1.3668742674445247,nan,A
1.6449677135012837,nan,B
-0.24903603955637832,no,B
0.5765569630557664,nan,B
0.3112501545435361,nan,B
3.0788808084552377,nan,B
1.1195749114345768,nan,C
-0.12791759148076653,yes,C
-0.9555404406004258,nan,C
-1.6064463202575725,no,B
0.2034636358672231,yes,C
-0.7563507452843033,no,C
-1.4222537095976742,no,C
-0.6465728842425266,no,C
-1.081548003614395,yes,A
1.6871416350725648,yes,B
0.8816397569494505,yes,B
-0.007972641316617372,nan,A
1.4799441388900259,no,C
0.0773683076476183,yes,C
-0.8612842013282637,no,C
1.5231240772696573,yes,B
0.5389100436846587,yes,B
-1.0372461543264564,yes,B
-0.1903386780836082,no,B
-0.8756182533847572,nan,B
-1.382799730964336,yes,A
0.9261775475316414,yes,B
1.9094166404701305,yes,C
-1.3985675738191412,nan,B
0.5629692366905709,no,A
-0.6506425691218269,no,C
-0.48712538376469605,no,A
-0.5923939242388692,no,C
-0.863990769679816,yes,B
0.04852162794482699,nan,A
-0.8309501164110378,yes,C
0.2704568257798388,nan,B
-0.05023810944913695,no,C
-0.23894804686640975,nan,A
-0.9075636620415979,yes,A
-0.5767713305683327,yes,A
0.755391225825756,no,A
0.5009171876243808,yes,B
-0.977555244798551,yes,C
0.09933230542922587,nan,B
0.751387123371789,yes,A
-1.6694052811213718,no,C
0.543360192379935,no,A
-0.6626237589458467,yes,B
0.5705986685931593,no,B
-0.7632591565425169,nan,B
-1.804882100664519,nan,C
-1.6275424378831627,yes,C
0.048084946661381994,yes,A
0.25972250172148187,nan,C
-0.9043166251044086,no,C
0.6385924587773739,yes,B
-1.6615200622689599,yes,A
-0.06607979864731657,no,B
-1.2110161997624567,yes,A
-0.6518361078021592,no,A
0.047398671316414016,no,C
-0.8604133652839524,no,B
-0.38455554422982535,no,C
1.0062928092144405,no,C
-0.5768918695231487,nan,C
0.8356921120651418,no,A
-1.129706854657618,nan,B
0.5298041779152828,no,B
1.4415686206579004,yes,C
-2.4716445001272893,nan,A
-0.7968952554704768,yes,B
0.57707212718054,no,B
-0.2030453860429927,no,C
0.37114587337130883,yes,A
-0.6039851867158206,no,C
0.08658978747289992,yes,B
-0.15567723539207948,no,A
1.1677820616598074,no,C
0.2544208433012131,nan,B
0.3376026620752022,yes,C
-0.4118769661224674,no,C
-0.48760622407249354,yes,C
-0.4325581878196209,nan,A
0.39445214237829684,yes,B
-0.42098448082026296,nan,B
0.2897748568964129,yes,B
2.075400798645439,yes,B
0.8711247034316923,nan,A
-0.32602353216784113,no,C
1.2012139221639448,no,B
-0.4080753730215514,no,A
-2.038124535177854,yes,C
-1.008086310917404,yes,A
-1.8707919210258557,no,A
-0.35151348404130867,yes,B
0.0184183791895517,yes,B
1.6764373122752827,no,C
0.32692737376416264,nan,C
-0.21910052880886424,yes,B
0.8294055811834892,yes,A
-2.211135309007885,yes,B
0.23561455810856594,yes,C
0.7708651938869668,nan,A
-1.4785862457798415,no,A
1.143754043206929,yes,A
0.3384964074944141,no,B
-0.4152879139008013,yes,B
0.6327818661062848,nan,C
2.270692857804396,no,A
0.18186625505849516,nan,A
0.24822058630033608,yes,B
-0.4593608995402441,nan,C
-0.8498443694647918,nan,C
0.8303358165442456,yes,A
-0.8560838259088672,yes,B
0.07156623721939247,no,A
-0.4776574467651167,yes,B
0.47897982574639186,no,C
0.3336621052869483,nan,A
1.0375399442578992,nan,A
-0.510016398854747,no,A
-0.26987493529337125,yes,C
-0.9787637157823074,yes,A
-0.4442932600761116,nan,C
0.3773004930448522,no,B
0.7569886166453519,nan,C
-0.9221653241776254,nan,B
0.8696059201056602,yes,C
1.355637858804951,no,C
0.41343490322370086,nan,A
1.876795812558066,yes,C
-0.773789199103573,nan,A
-1.244654703311417,nan,B
-1.7787202489042786,yes,B
1.496044311489183,yes,A
0.6543656563540577,no,B
-0.05558467091045507,nan,C
0.2799686263198203,no,A
-1.1254890472983765,yes,A
2.4457519796168263,yes,A
0.1292211819752275,nan,B
0.10939479460489289,no,B
0.725766623898692,no,C
0.4810092317367132,nan,C
0.22388402427913137,nan,A
-0.7904744554453119,no,C
0.4714683571359957,yes,B
1.8820244964750337,yes,C
1.3454200461549777,nan,B
1.593186626639397,no,C
-0.5112156764311852,no,B
-0.9896048202585809,no,B
-0.12578692009964815,yes,C
0.055724912288694604,yes,C
1.0941915184709485,no,B
-1.6924646297148194,no,A
1.5295503194606137,nan,C
-0.15800789857898942,nan,B
-0.42688106994742003,no,C
-1.0121043752601675,no,C
-1.6548566718657693,yes,C
0.8231705839619146,no,C
0.07331796718840389,nan,C
-1.2899608997410539,yes,A
-1.295078772063616,nan,A
-0.3357846992901282,nan,A
1.669021525289393,yes,B
-0.2595913513636048,nan,A
-1.5031429531181062,no,A
-0.24574306408594432,nan,B
-0.2727235697476705,yes,A
-2.6968866429415717,yes,C
-0.05429486651781221,yes,A
-0.23093453020867796,nan,A
0.6962063648134184,no,A
1.8489560949453452,yes,C
1.1265650295477574,no,C
-0.26888869055483056,yes,C
-1.1065259087416703,no,C
2.5733598032498604,no,B
0.05921843401448826,no,C
0.013929291912946203,yes,C
-0.024125087110003277,nan,C
0.19808476076785494,nan,C
-0.14436041192394247,nan,B
-0.5736620068802363,no,A
-0.5468589412403921,yes,A
-0.03275327021599839,no,C
-0.543424771133765,yes,C
-0.7128457826771644,no,C
0.10643022769189683,yes,A
-0.2549772174208553,yes,A
1.5039929885826886,yes,C
-2.650969808393012,no,A
1.0915068519224618,nan,B
1.246085192497629,no,C
-2.0733902324081495,no,C
-0.34268759408034877,yes,B
-0.37144086599579146,yes,B
-1.4075116947178212,nan,A
-0.7778166875908753,nan,B
-1.1105758454658288,yes,C
1.7522704434236227,nan,A
0.9356783931474612,nan,B
1.2715550949941588,yes,A
0.7216720640432351,no,A
-1.1290517712172292,nan,A
-0.5245202662797737,yes,A
0.48937456122791806,nan,B
-1.2221278088919454,nan,C
0.7129984301723881,yes,C
-0.24032539815813503,nan,B
-0.3748208075495975,nan,C
0.7109599682034915,nan,A
0.44426331148603976,no,A
-0.3609661658190799,no,A
1.159329803364248,nan,B
-1.0810633275998973,yes,A
0.6159356069442637,nan,A
0.5931012579683838,nan,B
-0.3095464393139903,no,A
0.326133022242118,no,A
-1.251113576385303,no,C
0.924027019206901,nan,B
-0.18490213644298903,nan,A
-0.5227230205190395,yes,A
1.0490092258368893,nan,A
-0.7043436905427592,nan,A
-1.4084612963635597,no,C
-1.5566291735239037,no,C
0.6060099513456396,no,C
-1.280429352496283,no,C
1.7547941819843647,no,B
-2.081929407883722,yes,A
1.6964563682900382,yes,C
0.2110174672026184,yes,A
-0.09671311187039239,no,B
-0.5449190868089497,no,A
0.39913611435207086,no,A
-0.037634702424848364,yes,C
1.1033018820165215,no,C
0.11422764866203965,yes,B
0.1503017614618776,no,A
-0.36361221221385587,nan,C
-0.056945623721067457,yes,C
0.3078017688920592,nan,C
-1.7101683926566256,yes,B
-1.348185422105713,no,A
0.743264094022715,no,C
0.17086543812794186,nan,A
-0.18398333635267913,no,B
0.01843393306539316,yes,A
0.34758170536167105,no,C
-0.5397596803093615,no,A
-0.7783047254023127,yes,A
0.19584525509768155,nan,B
-0.978372777615032,nan,B
0.40825275571447184,no,A
-1.7025836042378404,yes,A
1.0291556373256436,nan,A
0.472597482413043,nan,B
0.25602973431387566,no,B
0.9826909839455139,yes,A
1.6654744444625766,nan,B
1.0143700650181304,no,C
-1.8408742313316453,no,B
-1.2795769667357015,no,B
-0.6248185776956788,no,B
0.026091050210833786,nan,C
0.517659020469123,yes,C
-0.7257438131534656,no,C
0.18676676447707832,no,A
-0.7553829323533225,nan,A
-0.6115178029919482,no,C
-1.4066610968482223,no,A
-0.9232332461109043,yes,A
-1.3516846056163336,no,A
-0.9758732529773327,nan,C
1.0536417966078395,yes,B
-0.949398888831943,nan,C
2.632382064837391,yes,C
0.4933179008808892,yes,A
0.1848361236948739,no,A
-0.8583577801812136,no,B
0.7003098794089914,no,B
-0.5756378262377739,nan,B
0.12200981464536144,no,B
2.5600845382687947,no,C
-0.09605989972464987,yes,B
1.1492733262856758,no,C
-0.7031764251258874,no,A
-0.0349884904969617,no,B
1.77080063563551,no,A
-0.6269670577877674,yes,A
1.8124485579969287,no,C
0.7077519354554754,yes,B
-0.5624667758942676,nan,C
0.632407739055521,no,A
0.9725544496267299,no,B
0.6218099622171964,no,A
-1.5702247198904564,yes,A
-0.7271371758248686,no,B
-0.24751863555150475,no,B
-0.07443342910004629,nan,B
0.620672097550678,yes,C
0.17770100093325383,yes,C
-1.3353443587101013,nan,A
0.3801978510059632,yes,B
0.6105857452838231,no,A
0.5597904479310398,no,A
1.0807807255546218,nan,A
0.8339221545489041,yes,A
0.4591800792284367,yes,A
-0.07016571145864703,yes,B
-1.6609609335159914,nan,C
0.42961821913258585,no,B
0.20768768716311115,nan,B
0.27157883719537346,no,B
-1.2767485758203094,nan,C
-1.0810565404082624,no,C
1.0531528533329035,yes,C
-0.03955515385665504,yes,B
0.6815006973726244,yes,C
0.028318376130461172,nan,A
0.02975613949574519,nan,C
0.9382838059759977,nan,B
-0.5160447282173739,yes,B
0.09612077694098337,no,A
-0.4622752887050425,yes,C
-0.4344962274323156,yes,C
-0.30917212346863937,no,A
0.22213377163371284,no,B
-0.4787486216634773,no,B
1.2557561255735208,no,C
-0.8946073022195039,yes,C
-0.18687164416135904,nan,C
-0.4397310582741749,yes,C
1.4469778843537329,no,C
0.19655477651157463,nan,B
1.0318445394686349,nan,B
-1.485560373036972,yes,B
0.26705026586925884,yes,B
0.889630795623437,yes,A
0.08228398927542419,nan,B
1.0654803750653512,nan,A
-0.5172884501003722,nan,B
1.40934744018558,no,C
2.2988981236192503,no,C
-0.36283856043965906,yes,C
-0.4455025214007718,nan,A
1.453384477117701,yes,B
1.5795721457307124,nan,B
-0.5228600271532683,yes,A
-0.42018681709585726,no,A
-0.2817846088605072,nan,A
-1.344450511034277,no,A
-0.9186519464841982,nan,A
-1.0041407667520679,yes,C
-0.7677975651041284,nan,B
-0.03468488738678118,no,A
0.23421473253652075,nan,C
1.5505004928140769,yes,A
-0.998354040738791,nan,C
0.9843223984765838,no,A
-0.21398884422550896,yes,B
-0.04946370965243295,no,A
0.6748194921666038,nan,A
-1.1227220215622986,no,B
0.3824097461840506,nan,B
0.1664522082130561,yes,A
0.4924512640081491,no,B
0.2891686439078181,no,B
2.4553001399108942,nan,C
-0.637739984251316,no,B
-0.5309969550018176,no,B
-0.6231405264247644,yes,A
-0.5554771191602547,nan,A
-0.6373871273065177,nan,C
1.1890165311075518,yes,A
1.4205042479898549,yes,B
-0.5707462937494763,nan,B
-0.8323555731042287,yes,B
0.4714155563864041,yes,A
-0.5522230442809712,yes,B
0.6329318177555108,nan,B
0.2029230208512997,yes,C
-1.515744114997232,no,C
1.5475052013300616,no,C
1.7958776730955217,nan,A
-0.6127886904843862,yes,B
-0.38770155993598415,no,B
0.28586539072490497,nan,B
0.334456789987025,no,C
0.6585442726728304,yes,B
2.0102045387663496,nan,B
-0.1769472274940494,no,B
-0.7982972445384537,nan,B
-1.3793192280145272,no,B
-0.7309300399419191,no,A
-0.033126972873797095,yes,B
1.7945578635177877,yes,A
-0.5176112990361714,no,B
0.2237879516388985,nan,A
-0.016422896072752075,nan,B
1.188393273448084,yes,B
2.5269324258736217,no,B
-0.5308687729203206,yes,B
-0.48943944251822213,no,C
1.044160877069072,no,B
0.6818914896263114,yes,A
1.8467073257360336,nan,C
0.5839281853259639,yes,C
-0.35929209078705954,no,B
0.5906548306923093,yes,A
1.1087035805829077,nan,A
0.820482181197364,nan,C
0.5072740311072977,no,A
1.066674689589154,yes,B
1.1692955904456728,nan,B
1.3821589910375272,yes,B
0.6487098875896427,nan,B
-0.16711808031685435,no,B
0.14671368643332283,no,C
1.2065089665083568,yes,B
-0.8169356709872361,no,B
0.3686733088729012,nan,C
-0.3933388123273607,no,C
0.028744822934817487,nan,C
1.2784518626072987,nan,A
0.19109906801990334,no,A
0.04643654815614881,nan,B
-1.3598561409799192,nan,B
0.7462535660272207,yes,B
0.6454841811410754,yes,A
2.16325472330546,yes,B
-0.30777823495300083,no,B
0.21915032766393897,yes,A
0.24938368371075526,nan,C
1.5774532797634744,no,A
-0.0952955323869521,no,B
0.27902152577033923,no,A
0.6078965097165392,no,C
0.1866091231563581,nan,C
-0.44643361455052827,nan,C
0.19408999289830758,yes,C
1.073631749859772,no,C
-1.0265152994110602,yes,C
0.132969674146876,nan,B
-0.7001208149391732,no,B
1.1950466289248425,nan,A
-1.5231869047837747,yes,B
-0.5589218472715883,nan,C
0.37721187506452086,no,B
1.5655240292343404,no,A
-0.0657502610729878,yes,C
-0.5551995266931984,no,B
1.8811570694405901,nan,B
-1.448013900416244,nan,A
-2.198805956620082,nan,C
0.4400144500533324,nan,A
-0.5020542243526112,yes,C
-1.0212328171307132,nan,C
0.7083564472993533,yes,B
0.24380071377119883,nan,A
-0.5640786307367284,yes,A
-1.2803043986708944,nan,A
0.8724573282801447,nan,C
0.650201177958661,yes,A
-0.09917586377938291,no,C
1.8466369960476658,no,A
-1.0700847663261526,no,A
-1.5255251709247388,yes,B
-0.6919080698812444,no,A
-0.045586016355497805,no,B
0.24333944932269183,yes,B
-0.24123605785632987,no,C
0.3520553965142968,no,A
-1.251539424190444,no,A
1.4437646040732595,yes,A
-0.0821511783925688,yes,B
1.1172958315881276,no,A
0.34272534637770413,no,C
0.4567532191537839,yes,C
0.5697672802322039,no,A
0.44770856001731496,yes,B
0.6427227598675439,no,C
1.3291525301324314,yes,C
0.19652116970147013,nan,B
0.7090037575885123,nan,C
-0.08973569428722672,yes,B
1.4401172154494728,nan,C
-0.6763923020592697,no,B
1.8009404329108156,yes,C
-0.04015795064434341,yes,A
-1.4307751021180481,no,C
0.12810441491078928,no,C
-0.6810516574748808,yes,A
0.8406435489887241,no,A
-0.6526239793023909,yes,A
-0.4461834332147797,no,A
-1.889540730945531,yes,B
-0.4523063192490767,no,B
-2.4238793266289567,no,C
-1.5839028234857233,nan,C
0.7604146561442974,nan,C
0.7858001586508322,nan,B
0.42545756178496474,no,C
-0.966976143129213,yes,C
-0.047711356141979855,no,B
-0.0036025390905684044,nan,C
-1.1583646891925428,no,B
1.5033983017671506,nan,B
0.8773622905756714,nan,A
-0.22096417382966393,yes,A
0.02688583899453078,yes,B
0.20838280794755248,nan,B
-2.0417348684242906,nan,A
-0.24717738252059693,no,C
-0.6819842479977986,nan,C
-1.0016200098949155,no,C
-0.2811002928859549,nan,B
1.7976865268495226,yes,A
